Number, Problems to do, Number of problems, Topics
28, 12, 24, {'6.5', '6.4', '6.2', '6.3'}

email, boolean_results
milkyjug186@outlook.com,2,2,2,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,2,2,1,1,2,2
oldsnake127@yahoo.com,2,2,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,2,1,2,1,2,2
dryshoes274@yahoo.com,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,0,1,1,1,1,2,1
dirtyjeep976@gmail.com,2,1,0,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2
slightlyhat896@163.com,1,2,1,1,1,2,2,1,2,2,2,0,1,1,2,2,2,1,2,1,0,1,2,2
drycola335@qq.com,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,2,2
replacementwindow759@qq.com,2,2,2,1,1,2,0,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1
newtide96@gmail.com,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2
extrawindow378@outlook.com,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2
slightlybeans929@163.com,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,0,2,0,1,1,2,2,2
slimyjug816@outlook.com,2,1,1,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1
mostlyskates301@outlook.com,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1
deeptire292@outlook.com,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,1,1
fishycola202@163.com,2,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2
colddrum303@yahoo.com,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1
replacementsub78@outlook.com,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,0,1,2,1,1,2,2,1
milkyshirt869@outlook.com,2,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,0,1,1,1,2,2,1,1
buriedbike525@163.com,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1
tiredbike412@163.com,2,2,1,1,1,0,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2
acienttire268@outlook.com,1,1,2,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2
foldingtide175@yahoo.com,2,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2
retiredcup394@yahoo.com,1,2,2,2,2,1,2,1,2,1,2,2,1,0,1,1,2,1,1,1,2,1,2,2
lostspice767@outlook.com,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,0,2,1,1,1,2,1,1,2
drybike206@yahoo.com,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2
slimysnake530@yahoo.com,2,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,0,1,2,1,2,1,2,2
freshycola13@yahoo.com,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2
tiredshoes126@gmail.com,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,0,1,2,1,0,1,2,1
fishywindow924@outlook.com,2,1,1,2,1,2,2,2,2,2,1,1,1,0,2,2,0,2,0,2,1,1,2,1
slimysnake152@163.com,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1
tiredbeans506@gmail.com,2,1,1,1,2,2,1,1,2,2,1,2,2,0,1,1,2,2,2,1,0,2,2,1
moistcola703@outlook.com,2,2,1,2,1,2,0,2,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,1
hotshack845@yahoo.com,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,0,1,1
slimyspice560@outlook.com,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2
soiledspice86@163.com,1,2,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,1
soiledcola741@gmail.com,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2
slimydrum117@outlook.com,2,2,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,1,2,0,2,2,2
milkyskates483@163.com,2,1,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1
deephat840@outlook.com,2,2,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1,2,2,0,1,2,2
slimyskates628@yahoo.com,1,1,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2
drychrysler923@163.com,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,0,1,2,1
soiledwindow472@163.com,2,1,1,1,2,2,1,2,2,2,2,2,2,1,0,2,1,1,1,2,1,2,1,1
dailyshirt933@outlook.com,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1
newblanket40@gmail.com,2,1,2,2,2,0,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1
coldblanket944@outlook.com,1,2,2,1,1,1,2,2,2,0,2,1,2,1,1,2,2,2,1,1,2,0,1,2
moistshoes972@outlook.com,2,1,1,2,1,2,2,2,1,1,2,1,2,1,0,1,2,2,1,1,1,2,2,2
usedshoes680@163.com,1,1,1,1,2,1,2,2,1,0,1,1,2,2,2,1,2,1,1,2,2,2,2,2
dirtyrug671@qq.com,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,0,1,1,1
mostlyblanket634@qq.com,2,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,0,2
lostshoes250@163.com,1,2,2,1,2,2,1,2,2,1,1,1,2,0,2,1,2,1,2,1,1,2,1,2
foldingskates673@163.com,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,1
extradrum203@outlook.com,2,2,1,1,2,2,0,1,0,2,2,1,1,1,2,2,0,2,2,2,1,2,1,1
retiredhat160@163.com,1,2,1,1,2,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1
losthat757@gmail.com,2,2,1,1,2,1,1,1,2,2,1,1,2,0,0,1,2,2,2,2,1,1,2,2
dirtyskates896@qq.com,2,1,1,1,2,0,2,1,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2
foldingwindow791@qq.com,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,1
mostlycola867@gmail.com,2,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2
slimyshack580@gmail.com,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,1,1
lostdrum301@gmail.com,1,2,1,2,2,2,1,2,0,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2
deepdrum467@outlook.com,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,0,2,2,1,2,1,1,2
drysub201@yahoo.com,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,0,1,1,0,2,2,1,2,2
clamycup310@outlook.com,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,0,2,2,2,1,1,1,2
slimyhat428@outlook.com,2,2,2,1,2,0,2,1,2,1,1,1,1,1,0,2,2,2,2,1,2,1,1,2
mostlyshirt137@qq.com,2,1,2,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,1,1
extrachrysler244@qq.com,2,1,2,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,1,2,0,0,2
