Number, Problems to do, Number of problems, Topics
5, 16, 32, {'1.6', '1.8', '1.5', '1.7', '1.9', '1.4'}

email, boolean_results
newshirt919@yahoo.com,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,1,0,2,2,2,2,2,1,1,1,1,1
dailyblanket101@outlook.com,2,2,2,1,2,1,2,0,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,2
moistsub102@yahoo.com,1,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1
foundbike70@163.com,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2
buriedrug711@outlook.com,2,2,1,2,1,2,1,2,0,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1
clamybeans380@163.com,2,2,1,1,1,1,1,0,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,2
deepshoes213@163.com,1,2,2,1,2,1,2,0,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1
hotbread940@yahoo.com,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2
deeptire292@outlook.com,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,1,1,2,1,1,1,1
lostskates228@yahoo.com,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1,2,0
oldbeans749@gmail.com,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,1,2,0,1,1,2,1
newcup335@163.com,1,1,2,2,1,1,2,2,0,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2
mostlychrysler996@163.com,0,1,2,2,1,2,1,1,0,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2
retiredbike373@qq.com,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,1,1
soiledchrysler841@qq.com,2,2,1,2,1,2,1,2,0,0,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2
hotrug57@outlook.com,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,2,2,1
replacementblanket227@yahoo.com,2,1,2,0,2,1,2,2,0,2,2,2,1,2,1,2,2,2,1,0,2,1,1,1,0,2,1,0,1,1,2,2
newbread177@gmail.com,2,1,2,2,1,2,2,2,2,1,0,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,1,2,1,1
moistcola58@gmail.com,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,1,2,2,1,0,2,0,2,1,2,2,1,2,1,2,1
buriedcola402@gmail.com,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,0,2,2,1,1,1,1,1,2,1
slimysnake940@gmail.com,1,2,2,1,1,2,1,2,0,2,1,2,2,2,0,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1
hotshack763@qq.com,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2
foldingwindow791@qq.com,2,2,1,1,1,1,2,0,0,2,2,2,2,1,0,2,2,1,1,2,1,2,2,1,2,1,1,0,1,2,2,2
slimyspice977@outlook.com,2,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,1,2
foundtire583@yahoo.com,2,2,1,2,1,1,1,2,0,2,2,2,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1
soiledbike202@163.com,1,1,2,1,2,1,2,1,1,2,0,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1
coldtire24@163.com,2,2,2,2,1,2,2,1,2,0,2,2,1,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1
fishyhat985@gmail.com,1,1,2,2,2,1,2,1,1,0,2,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2
moistsnake81@qq.com,0,2,1,2,1,1,1,2,0,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2
fishysub557@gmail.com,0,2,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2
deepsnake541@outlook.com,1,1,2,1,2,2,2,1,2,2,1,2,2,1,0,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2
dryrug204@outlook.com,1,1,2,1,1,1,1,0,0,2,0,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2
coldbike928@gmail.com,2,1,1,1,2,2,2,0,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2
fishyblanket623@qq.com,1,1,2,2,1,2,2,1,0,1,2,2,0,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,1,1
newtire529@outlook.com,2,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2
usedcup535@yahoo.com,2,2,1,0,2,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1
coldshirt705@qq.com,2,1,2,2,2,1,2,0,2,0,1,1,2,1,0,2,1,1,2,1,2,1,2,2,2,1,1,2,2,1,1,2
slimysnake530@yahoo.com,2,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,0,1,2,2,1,1,2,2
extrashack308@outlook.com,0,1,2,2,2,1,1,2,1,2,1,2,0,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2
slimyhat489@yahoo.com,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2
newsnake492@qq.com,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2
moistbread762@qq.com,2,2,2,1,2,1,1,0,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,1,2,2,0,1,0
soiledcup452@outlook.com,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,0,1,1,0,1,2,1,2
slightlyhat180@gmail.com,2,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2
clamyshirt97@gmail.com,0,1,1,0,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2
dailybike358@outlook.com,0,2,2,2,2,2,2,0,0,0,0,2,1,1,0,2,2,2,2,0,1,2,1,2,1,1,2,0,1,2,2,1
mostlydrum726@163.com,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,0,2,2,1,2
replacementshack453@yahoo.com,1,2,1,0,2,1,1,0,2,2,0,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,0,1,1,2
deepshoes675@yahoo.com,2,2,1,1,1,1,0,0,2,2,2,2,1,1,0,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,2
drycola335@qq.com,1,1,2,2,1,1,2,0,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2
replacementshoes188@qq.com,2,2,2,1,1,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,0,2,1,2,1
freshyrug225@gmail.com,1,1,1,1,1,2,1,2,0,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2
oldsnake127@yahoo.com,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2
lostbike115@gmail.com,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1
retiredsnake140@qq.com,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,0,1,2,0,0,1,1,2
tiredshoes126@gmail.com,2,2,2,0,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,1,0,2,1,1,1
clamybread550@qq.com,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,0,1,2,1,2,1,1,2,2,1,1,1
replacementdrum66@outlook.com,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,1,2
slimyrug445@outlook.com,0,2,2,1,2,2,2,0,2,1,2,1,2,2,1,2,1,1,1,0,2,1,1,2,2,2,1,2,2,1,1,1
dailycup845@outlook.com,2,2,1,2,1,1,2,0,2,2,1,2,2,1,0,2,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1
mostlycola867@gmail.com,2,2,2,1,2,1,1,0,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,1
fishyshirt633@yahoo.com,2,2,2,2,1,1,1,1,2,2,0,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,2
dryhat642@qq.com,2,1,2,0,1,2,2,1,0,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,2,1
slimyhat57@163.com,2,2,2,2,2,2,2,2,2,2,0,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
replacementshack683@qq.com,2,1,1,1,1,1,1,0,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1
retiredbike800@gmail.com,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1
dailycola900@yahoo.com,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,2,1,2,1,1,1
fishywindow686@qq.com,2,1,2,1,1,2,1,0,2,1,1,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1
retiredrug129@gmail.com,2,2,2,1,1,2,2,0,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,1,0
