Number, Problems to do, Number of problems, Topics
6, 14, 28, {'2.3', '2.0', '2.4', '2.2', '2.1'}

email, boolean_results
dailybeans915@gmail.com,2,1,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,2,2,2,0
foldingspice847@outlook.com,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,2,0,2,1,2,2
soiledspice998@yahoo.com,2,2,2,1,1,1,2,2,1,2,1,1,1,0,2,1,1,1,1,2,2,2,2,1,2,2,1,2
hotskates783@gmail.com,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2
coldsub999@outlook.com,1,1,2,1,2,2,1,1,2,1,2,1,2,0,2,1,1,1,2,2,1,2,2,1,2,2,2,0
lostsnake63@yahoo.com,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,0,0
mostlycola867@gmail.com,2,2,1,2,1,2,1,1,2,2,0,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1
oldtire925@yahoo.com,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,1,2
milkyjug186@outlook.com,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,2
dirtychrysler29@qq.com,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,2
lostcup206@yahoo.com,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,0,1
dailywindow396@outlook.com,1,2,1,1,2,1,2,0,1,1,2,1,1,1,2,2,2,1,0,2,1,1,2,2,2,2,2,2
oldsub471@outlook.com,1,1,1,1,0,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,1,1,2
slimyshirt853@outlook.com,2,1,1,2,1,1,1,2,1,2,2,1,2,2,0,2,1,2,1,2,2,1,2,1,2,2,0,0
tiredjeep540@qq.com,0,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2
lostjeep154@gmail.com,2,1,2,2,2,0,1,2,1,2,2,0,2,1,2,2,1,2,1,1,1,1,2,0,1,2,2,1
newblanket246@yahoo.com,2,2,2,1,1,2,1,2,1,2,0,2,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2
hotbread750@outlook.com,1,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2
newrug801@163.com,2,2,1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,0,1,1,1,2
losttide598@qq.com,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,2,0,1,2,1
milkycup748@163.com,2,2,2,0,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,2
milkyrug555@outlook.com,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1
slimyskates628@yahoo.com,0,1,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,1,1,2,2,1,1,2
soiledwindow472@163.com,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,1,2,2,1
foldingrug816@163.com,2,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,1,1,1,1
lostspice746@yahoo.com,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,0,1,2
clamyrug979@gmail.com,2,1,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,2
mostlytire301@qq.com,1,1,2,0,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,1
slimyhat489@yahoo.com,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2
retiredrug606@163.com,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2
moistjug692@gmail.com,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1
deepdrum467@outlook.com,2,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,2
oldsub584@yahoo.com,2,1,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,1
dailyskates844@gmail.com,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1
milkyshoes94@gmail.com,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1,0,1,1,2,1,2,2,2,1,1,2
foldingbike803@qq.com,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2
fishyjug736@outlook.com,2,1,0,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2
lostcola143@gmail.com,1,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,0,2,2,1,2,1,2,1,2
dirtyrug671@qq.com,2,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,2,1,0,2,2,1,0,1,0
lostblanket305@outlook.com,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,0,2,1,1,2,2,2,1,2,1,2,1,2
hotspice483@163.com,0,2,1,1,2,2,2,2,2,1,2,0,1,1,2,2,1,2,2,1,1,1,2,1,1,0,2,2
slightlycup382@yahoo.com,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2
freshytide804@outlook.com,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2
drysnake79@qq.com,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,0
deeptire557@outlook.com,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,1,2
coldshirt758@outlook.com,1,1,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,0
retiredblanket929@163.com,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,0,2,2
freshycup580@outlook.com,1,2,2,2,2,1,1,2,1,2,0,1,1,1,1,2,1,2,0,2,2,2,2,1,1,1,2,2
soileddrum428@outlook.com,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,1,0,2,1,2,1,0,1,1,1,2
slimysnake152@163.com,2,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1
foundcup910@163.com,2,2,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2
tiredspice818@yahoo.com,1,2,1,1,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,2,1
freshybread879@qq.com,2,1,2,0,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2
buriedbike350@yahoo.com,2,1,2,1,2,1,2,0,1,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,0
slightlydrum728@gmail.com,2,1,1,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,0,1,2
hotchrysler631@gmail.com,2,2,1,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,0,1,2,1,2,2,2,1,1,0
extracup696@yahoo.com,2,1,2,0,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2
freshyshack50@yahoo.com,2,2,2,1,0,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,0,1,1
