Number, Problems to do, Number of problems, Topics
49, 9, 18, {'10.8', '10.9', '10.10'}

email, boolean_results
usedsnake337@gmail.com,1,2,2,1,1,2,2,0,2,2,1,1,2,0,1,2,2,0
tiredtire394@yahoo.com,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2
usedhat569@outlook.com,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1
acientbread378@163.com,2,1,2,1,1,2,2,1,0,2,2,2,2,2,0,1,0,1
foundchrysler755@outlook.com,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2
acienttire268@outlook.com,1,1,2,0,2,2,1,1,1,2,2,1,2,1,1,2,2,2
moistdrum377@qq.com,2,2,1,1,1,1,2,2,1,1,1,2,2,1,0,2,2,2
hotshirt992@163.com,1,1,0,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2
tiredchrysler7@qq.com,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2
foundspice684@yahoo.com,2,2,1,2,2,2,1,2,2,1,1,1,1,0,1,2,2,1
foldingshack461@qq.com,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,0,0,2
foundcola856@outlook.com,2,1,1,2,1,2,2,2,2,2,1,1,2,0,1,1,2,1
lostshack251@gmail.com,2,2,2,0,1,2,1,1,1,2,1,1,1,2,2,2,1,2
tiredchrysler132@qq.com,2,2,0,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2
replacementsnake869@gmail.com,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1
newbeans488@qq.com,1,2,2,1,2,2,1,0,2,2,1,1,1,2,2,2,1,0
hotshack62@outlook.com,2,1,0,2,2,1,1,2,2,1,1,0,1,0,2,2,2,2
milkyshack976@qq.com,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2
dirtydrum461@outlook.com,2,1,1,1,1,2,2,2,1,2,2,1,0,2,1,2,2,0
slimysnake152@163.com,2,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2
replacementshoes188@qq.com,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1
dryjeep118@163.com,2,2,1,2,1,2,1,2,0,1,1,2,2,2,1,1,1,2
acientshirt593@outlook.com,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2
fishytire382@yahoo.com,1,1,1,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2
dirtyrug100@gmail.com,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1
slimyshirt440@yahoo.com,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2
replacementrug27@qq.com,1,1,1,2,1,2,1,2,2,1,1,1,2,1,2,2,2,2
usedhat940@qq.com,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2
mostlyshoes245@163.com,1,1,2,2,2,1,2,2,1,1,2,2,1,0,1,1,2,2
dirtyblanket621@yahoo.com,1,1,0,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2
dailyrug258@gmail.com,2,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,0,0
dailyshirt933@outlook.com,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1
foundbeans374@yahoo.com,2,1,1,2,1,2,2,1,1,2,1,2,2,2,0,1,1,2
dirtyshack10@qq.com,2,2,1,2,1,1,1,0,1,1,1,2,2,2,1,2,2,2
buriedshoes976@163.com,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,0
newtide74@yahoo.com,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2
slightlywindow122@outlook.com,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2
retiredcola93@163.com,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1
foundsnake197@163.com,1,1,1,2,1,0,2,2,1,2,2,1,2,1,2,1,2,2
buriedbread285@qq.com,1,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,1,1
fishytire840@qq.com,1,2,1,2,1,2,1,2,1,0,2,2,2,1,2,0,2,1
oldshirt678@outlook.com,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,1,1,2
retiredshack812@gmail.com,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,2
hotshoes45@yahoo.com,1,2,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2
mostlyshoes415@outlook.com,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1
milkytire690@163.com,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2
coldbeans898@qq.com,2,1,2,2,2,2,1,2,1,1,1,0,1,2,2,1,1,2
tiredwindow361@gmail.com,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2
lostbeans368@yahoo.com,2,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2
oldbeans749@gmail.com,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,0,2
extrabread902@qq.com,1,1,0,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2
replacementshoes413@outlook.com,1,2,2,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2
mostlydrum726@163.com,2,1,2,1,1,1,2,2,1,2,2,2,1,1,2,2,0,1
slightlycup854@163.com,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1
slimyspice977@outlook.com,2,2,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,2
coldbeans392@163.com,1,1,2,1,2,2,2,1,2,2,1,2,2,0,1,2,1,1
clamybread416@qq.com,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2
dailyshoes256@163.com,2,2,2,2,1,1,1,1,1,2,2,2,2,2,0,1,1,1
usedshoes813@qq.com,1,1,2,1,1,1,2,1,2,2,2,1,2,0,2,2,1,2
moistcola703@outlook.com,2,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1
tiredspice862@yahoo.com,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,0,1
slightlyjeep10@qq.com,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2
replacementbeans192@yahoo.com,1,1,2,1,1,2,1,2,2,2,1,2,1,2,1,0,2,2
drytire660@yahoo.com,1,2,1,2,2,1,1,2,2,1,2,0,1,2,2,1,2,1
lostspice767@outlook.com,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2
lostsnake353@qq.com,1,2,0,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2
usedcup535@yahoo.com,2,2,1,1,1,1,1,2,1,1,2,2,2,1,2,0,2,2
milkybread26@outlook.com,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,2,1,2
fishytide198@gmail.com,1,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2
hotjug298@gmail.com,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2
foldingcola464@gmail.com,1,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2
dryspice209@yahoo.com,2,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2
moistbeans230@qq.com,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2
buriedsnake150@gmail.com,2,2,0,1,1,2,2,2,2,1,1,1,2,2,1,0,2,1
newbeans13@gmail.com,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,0
retiredblanket316@163.com,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1
dailycola900@yahoo.com,2,1,2,2,1,2,2,1,0,2,2,1,1,1,2,2,1,1
extrabeans598@qq.com,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2
tiredsnake734@gmail.com,2,2,1,1,1,1,1,2,1,2,2,1,2,2,0,2,2,0
tiredtide19@163.com,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2
fishysnake645@outlook.com,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2
lostblanket105@qq.com,1,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2
foundcola777@qq.com,2,1,1,2,2,1,1,1,2,1,2,2,2,1,2,1,1,2
lostshoes562@163.com,2,2,2,1,1,2,2,1,2,0,1,1,1,0,2,2,2,0
drychrysler697@yahoo.com,2,2,1,2,1,1,1,2,1,2,2,1,2,2,1,2,1,1
lostrug304@outlook.com,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2
deepskates108@gmail.com,2,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,1
slightlybread64@outlook.com,2,1,2,2,1,2,1,0,2,1,1,2,2,2,0,2,1,0
replacementbeans311@163.com,2,2,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,1
slightlytide578@gmail.com,2,2,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2
fishysub444@gmail.com,2,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2
dailybeans473@163.com,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1
dailydrum227@outlook.com,1,2,0,2,1,2,2,0,0,1,2,2,1,2,2,0,1,2
oldsub132@yahoo.com,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,1,2
slightlycup665@163.com,2,2,1,2,2,1,1,1,1,1,1,2,2,2,0,0,2,2
tiredskates215@gmail.com,2,2,1,1,2,1,1,2,0,1,2,2,2,2,1,1,2,1
clamysnake538@gmail.com,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2
slimysub66@outlook.com,2,2,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,2
slimyhat489@yahoo.com,2,2,0,1,2,2,1,2,2,1,2,1,1,1,2,1,2,1
