Number, Problems to do, Number of problems, Topics
21, 16, 32, {'5.0', '5.5', '5.4', '5.2', '5.1', '5.3'}

email, boolean_results
soiledspice507@gmail.com,2,2,2,1,2,2,2,1,1,0,1,0,2,1,1,2,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1
buriedbike525@163.com,2,1,2,2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,0,1,1
freshyshack50@yahoo.com,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,0,1,1,1
oldcola925@163.com,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2
drybeans627@yahoo.com,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,2,0,2
tiredbread824@outlook.com,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,0,2,2,1,2,2,2,2
slimyshack580@gmail.com,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,1
retiredblanket929@163.com,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2
retiredcola93@163.com,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2
retiredrug377@outlook.com,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2
slimyhat374@outlook.com,2,1,0,2,1,2,1,2,2,1,1,2,1,2,2,2,0,1,1,2,2,2,1,2,2,2,1,1,1,1,1,2
fishyhat223@yahoo.com,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1
