Number, Problems to do, Number of problems, Topics
8, 12, 24, {'2.5', '2.2', '2.3', '2.4'}

email, boolean_results
coldshirt386@outlook.com,2,2,2,2,2,1,2,2,1,1,2,1,2,0,1,2,1,1,0,2,2,1,1,1
hottide46@outlook.com,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2
oldhat278@gmail.com,1,1,1,2,1,2,1,1,1,2,0,2,1,1,1,2,2,2,2,2,2,1,2,2
tireddrum639@yahoo.com,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,0,1,2,2,1,0,1,2
newjug890@yahoo.com,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1
coldtire95@outlook.com,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,1,1
drycola335@qq.com,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,2,2
dailybeans473@163.com,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,1,2,1,1,1,2,2
hotshirt73@outlook.com,2,0,1,1,2,2,2,2,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1
freshyrug266@gmail.com,2,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,0,1,2,2,1,2,2,1
foundbeans374@yahoo.com,2,0,1,1,1,1,2,2,2,2,2,1,2,1,1,2,0,2,2,1,1,2,1,2
oldbeans933@gmail.com,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1
hotskates841@qq.com,0,1,2,2,2,1,2,2,2,2,1,2,1,2,1,1,0,2,2,1,2,1,1,1
oldsub578@outlook.com,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1
dirtyrug100@gmail.com,2,0,1,2,2,2,1,1,2,1,2,1,1,1,2,0,1,1,2,2,2,2,2,1
oldtire327@outlook.com,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1
oldspice136@163.com,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2
acientshack404@outlook.com,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,2,1
mostlycup117@outlook.com,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,0,2,2,2,2,1,2,1,2
deepjeep49@yahoo.com,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2
dirtyspice836@yahoo.com,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,0,2,2,1,2,1
burieddrum2@yahoo.com,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2
lostbeans973@qq.com,2,1,1,2,2,1,0,1,1,1,2,2,2,2,1,0,1,2,2,1,2,1,2,2
drytire862@yahoo.com,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2
hotchrysler175@outlook.com,1,1,2,2,1,1,1,2,2,1,2,0,2,1,2,2,2,2,1,2,1,1,2,1
newbread880@gmail.com,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,1,2,2
usedsnake337@gmail.com,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1
