Number, Problems to do, Number of problems, Topics
50, 13, 26, {'10.8', '10.6', '10.5', '10.7', '10.4'}

email, boolean_results
slimyspice977@outlook.com,2,1,2,1,2,1,2,1,0,1,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,2
freshycup580@outlook.com,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2
dryblanket957@qq.com,2,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,0,2,2,1,1
fishybeans489@outlook.com,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,0,2,1,2,1,1
dailydrum420@163.com,1,2,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,1,2,0,1,1,2
newrug187@qq.com,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,1
slightlytide578@gmail.com,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2
coldcola245@outlook.com,2,1,0,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,0
buriedrug78@outlook.com,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2
hotchrysler631@gmail.com,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,0
foundwindow142@qq.com,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2
buriedblanket499@163.com,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,2
freshycola294@outlook.com,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2
tiredshoes195@163.com,1,1,2,0,1,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,1,2,1,2,2,1
moistrug274@gmail.com,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1
slightlyblanket474@yahoo.com,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,1,2,2
newbread177@gmail.com,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,0,0
mostlydrum560@qq.com,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,1,1
replacementjeep971@qq.com,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1
oldcola969@outlook.com,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2
