Number, Problems to do, Number of problems, Topics
47, 7, 14, {'10.8', '10.6', '10.7'}

email, boolean_results
replacementwindow759@qq.com,2,2,2,1,1,1,1,2,1,2,2,2,1,1
lostbread557@gmail.com,2,1,2,1,2,2,1,2,1,1,2,2,1,1
newbeans603@163.com,1,2,1,1,1,2,2,2,1,1,2,1,2,2
dirtybeans815@qq.com,2,2,1,2,1,1,2,1,2,0,1,2,2,1
soiledspice998@yahoo.com,2,2,2,1,2,1,2,2,1,1,1,1,1,2
moistsnake81@qq.com,1,2,2,1,2,1,2,2,2,1,1,1,1,2
lostshoes272@yahoo.com,1,1,1,2,2,1,2,2,2,1,1,2,1,2
buriedshoes976@163.com,1,2,1,1,2,1,2,2,2,1,2,1,2,1
slimyblanket902@outlook.com,1,1,2,2,1,1,2,2,1,2,1,2,1,2
clamybread380@163.com,2,2,1,2,1,1,1,1,2,2,1,2,1,2
moistjeep118@yahoo.com,2,1,1,1,1,2,2,2,2,2,1,1,2,1
slightlyblanket234@gmail.com,2,2,1,1,2,2,1,1,1,2,1,1,2,2
slightlytide169@qq.com,2,1,2,1,2,1,2,2,2,2,1,1,1,1
dirtyrug100@gmail.com,2,1,1,1,2,1,1,1,2,2,2,2,2,1
foldingcola464@gmail.com,1,2,1,2,1,1,2,1,2,1,1,2,2,2
freshytire671@outlook.com,1,2,2,2,1,2,1,2,1,2,1,1,1,2
oldbeans20@163.com,2,1,1,1,2,2,2,2,1,2,2,1,1,1
retiredspice995@163.com,2,1,2,1,2,1,1,1,2,1,2,1,2,2
slightlyspice711@163.com,1,2,1,2,1,1,2,2,1,2,1,1,2,2
milkyshack976@qq.com,2,1,1,1,2,2,1,1,0,1,2,2,2,2
deepjeep737@outlook.com,1,1,2,1,1,2,2,2,2,1,1,2,1,2
clamyspice281@gmail.com,2,1,1,2,2,1,2,2,2,1,1,2,1,1
lostbike115@gmail.com,1,2,2,2,2,2,1,2,0,2,1,1,1,1
freshyskates144@163.com,2,2,2,2,1,1,2,2,1,2,1,1,1,1
coldchrysler84@163.com,1,2,2,2,2,1,2,1,2,1,2,1,1,1
oldcup159@163.com,2,2,1,1,1,2,2,1,1,1,1,2,2,2
freshyrug762@yahoo.com,2,1,1,2,2,2,1,1,1,2,1,2,2,1
usedbike574@163.com,1,2,1,1,2,2,2,1,2,1,2,2,1,1
extrajug762@yahoo.com,1,2,2,2,1,1,2,1,2,1,1,2,1,2
soiledrug216@yahoo.com,2,2,1,1,1,2,2,1,1,2,2,1,0,2
replacementskates473@outlook.com,1,2,2,2,1,2,2,2,1,1,1,1,1,2
foldingshoes454@qq.com,0,2,1,2,2,1,2,1,1,2,2,2,1,1
fishyrug795@163.com,2,0,2,1,1,2,1,2,2,1,1,2,2,1
acientbike122@outlook.com,2,2,2,1,1,2,2,2,2,1,0,1,1,1
drycola335@qq.com,2,1,1,1,2,2,1,1,2,2,1,1,2,2
foldingshoes765@gmail.com,1,2,2,1,2,2,2,1,1,1,1,2,2,0
lostspice620@outlook.com,1,1,2,2,1,1,2,2,2,1,1,1,2,2
extrablanket53@outlook.com,2,2,2,1,2,2,1,1,2,1,1,2,1,1
mostlytide650@outlook.com,2,1,2,2,2,1,0,1,1,2,2,1,1,2
freshyrug122@yahoo.com,2,2,2,1,1,2,1,1,1,1,2,2,2,1
slimyspice977@outlook.com,2,2,0,2,1,1,2,2,1,2,1,1,1,2
retiredrug606@163.com,2,1,2,1,2,2,1,1,1,1,2,2,1,2
retiredshirt279@yahoo.com,1,0,1,2,2,2,1,1,1,2,2,1,2,2
replacementshoes867@yahoo.com,1,2,2,2,2,2,1,1,1,1,1,2,2,1
hotshirt992@163.com,1,1,2,2,1,2,2,1,2,1,2,1,1,2
replacementsnake869@gmail.com,2,2,2,1,2,2,1,1,2,1,1,1,2,1
clamycup310@outlook.com,2,2,2,1,1,1,2,1,2,2,1,1,1,2
clamyskates401@yahoo.com,0,1,1,1,1,2,2,2,2,1,2,2,2,1
foundspice684@yahoo.com,2,1,2,2,2,1,2,2,1,1,1,1,2,1
dirtyjeep853@163.com,1,2,2,1,1,1,2,2,2,1,2,2,1,1
fishywindow610@gmail.com,2,1,1,2,2,2,1,1,1,2,1,2,1,2
coldsub999@outlook.com,1,1,2,1,1,2,2,1,2,1,2,1,2,2
extrashack349@outlook.com,1,1,1,1,1,1,2,2,1,2,2,2,2,2
soiledhat362@outlook.com,2,2,1,2,2,1,2,1,1,1,1,1,2,2
slimyskates413@yahoo.com,1,1,2,1,2,2,2,1,2,1,2,1,1,2
newsnake492@qq.com,1,2,2,1,1,2,0,2,1,0,2,2,2,1
slightlydrum809@163.com,1,2,2,1,1,1,2,1,2,2,1,2,2,1
slimyshirt423@outlook.com,1,1,1,2,2,1,1,2,2,1,2,2,2,1
moistcola58@gmail.com,1,2,2,1,1,1,2,2,2,2,1,2,1,1
slimysnake940@gmail.com,2,2,2,1,1,1,2,1,1,1,2,2,2,1
lostskates228@yahoo.com,2,2,1,1,1,1,2,1,2,1,1,2,2,2
soiledchrysler911@163.com,2,2,2,1,1,1,1,1,2,1,2,1,2,2
freshysub452@gmail.com,2,1,1,2,1,1,1,2,2,2,1,2,1,2
slimytide602@163.com,1,1,2,1,2,1,2,2,2,2,1,1,1,2
lostshirt475@yahoo.com,1,2,1,1,2,2,1,2,1,1,1,2,2,2
dailybeans915@gmail.com,2,2,2,2,1,2,1,1,1,1,2,2,1,1
fishychrysler497@outlook.com,2,1,2,1,1,1,2,2,1,1,2,2,1,2
dirtywindow723@qq.com,1,2,0,1,2,1,2,2,2,2,1,1,2,1
deeptire292@outlook.com,2,2,2,1,1,1,2,2,2,2,1,1,1,1
extrahat628@outlook.com,2,2,1,2,2,1,0,1,1,2,1,1,2,2
milkybread793@yahoo.com,1,1,1,1,1,2,2,1,2,1,2,2,2,2
deepshirt172@qq.com,1,2,2,2,1,1,1,2,2,2,2,1,0,0
freshyshirt918@outlook.com,2,1,2,1,2,1,1,1,1,1,2,2,2,2
moistcup598@gmail.com,1,1,1,2,1,1,2,2,1,2,2,1,2,2
soiledrug702@gmail.com,1,2,1,2,1,2,1,2,2,2,1,1,1,2
fishyshoes57@163.com,2,1,2,1,2,2,1,2,1,1,2,2,1,1
buriedshoes543@qq.com,2,2,1,1,1,2,2,1,1,2,1,1,2,2
tiredwindow768@163.com,1,1,2,2,2,2,2,1,2,1,2,1,1,1
coldtire254@yahoo.com,2,1,2,2,2,1,1,2,0,2,1,1,1,2
hotblanket72@outlook.com,1,1,1,2,2,2,1,2,1,2,2,1,1,2
olddrum621@yahoo.com,2,2,1,1,2,1,2,2,2,2,1,1,1,1
soiledchrysler841@qq.com,1,2,2,1,1,2,1,2,2,2,1,2,1,1
replacementshack259@163.com,2,2,1,1,1,1,1,2,2,2,2,2,1,1
retiredrug202@yahoo.com,2,1,2,1,2,1,1,2,2,1,1,0,2,2
retiredsnake140@qq.com,2,2,0,1,2,1,2,2,1,1,1,1,2,2
retiredspice344@yahoo.com,1,2,1,1,2,1,2,2,1,2,1,2,1,2
dirtyskates896@qq.com,1,1,2,1,1,2,2,1,2,2,1,1,2,2
clamysub426@163.com,2,1,2,1,2,1,2,2,2,1,2,1,1,1
foundtire213@163.com,1,1,2,1,2,2,2,1,1,1,2,2,2,1
freshycola294@outlook.com,2,1,1,2,2,1,2,2,1,1,2,2,1,1
deephat759@qq.com,1,2,2,2,2,2,1,1,1,2,1,1,1,2
slightlyhat631@163.com,2,2,2,1,1,1,1,2,1,2,2,2,1,1
lostshack472@outlook.com,2,1,1,2,2,1,2,1,2,1,2,1,1,2
deepbeans841@outlook.com,2,0,2,1,2,1,1,2,2,1,0,1,2,2
buriedsnake150@gmail.com,2,2,1,1,1,2,2,1,1,2,2,1,2,1
tiredbike837@qq.com,1,1,2,2,2,2,2,1,2,2,0,1,1,1
replacementjeep971@qq.com,1,2,2,1,2,1,1,2,2,2,0,2,1,1
acientwindow755@yahoo.com,1,2,2,1,2,2,1,1,2,1,1,2,2,1
tiredchrysler162@outlook.com,2,1,1,2,2,2,2,1,0,2,1,1,2,1
foldingshirt825@gmail.com,2,1,2,1,2,1,2,1,2,1,1,1,2,2
hotspice483@163.com,2,1,2,1,2,2,2,1,1,2,1,2,1,1
newshirt919@yahoo.com,2,1,2,1,2,2,2,1,2,2,1,1,1,1
acientsnake313@yahoo.com,2,1,1,1,2,1,2,1,2,2,2,2,1,1
fishyhat767@yahoo.com,2,0,1,1,2,2,1,1,2,1,2,2,2,1
slimyrug445@outlook.com,1,2,0,2,2,1,0,2,2,2,2,1,0,0
slightlywindow917@163.com,1,2,2,2,1,1,1,1,1,2,2,2,1,2
lostspice746@yahoo.com,2,2,2,2,1,1,2,1,1,1,2,1,1,2
dailyshirt933@outlook.com,2,1,2,1,2,2,2,2,1,1,1,2,1,1
lostsub790@outlook.com,1,2,2,1,1,2,2,2,2,1,1,2,1,1
soiledbeans428@gmail.com,1,2,2,2,1,2,1,1,1,0,1,2,2,2
dirtyblanket30@163.com,2,2,1,2,1,2,1,2,1,1,1,1,2,2
tiredtire394@yahoo.com,2,2,1,1,2,1,1,1,2,2,2,1,2,1
buriedshoes777@163.com,2,1,2,1,2,2,1,2,1,2,1,0,1,2
clamyrug296@yahoo.com,1,1,2,2,1,2,1,2,2,2,1,1,2,1
newbeans404@163.com,2,1,1,1,1,1,0,1,2,2,2,2,2,2
clamycola39@outlook.com,2,1,1,1,1,2,2,1,1,2,2,2,2,1
deepsnake443@163.com,2,2,2,1,1,1,2,1,1,2,2,1,2,0
dryspice755@yahoo.com,1,2,1,1,1,2,1,2,2,1,1,2,2,2
slimyshirt48@gmail.com,1,1,1,2,2,2,2,1,1,2,1,2,2,1
milkyjug186@outlook.com,2,1,2,1,2,2,1,1,0,2,1,1,2,2
hotwindow58@qq.com,1,2,1,2,2,1,1,2,2,1,2,1,2,1
soiledcola741@gmail.com,1,2,1,1,1,1,2,2,2,2,1,2,1,2
newcup335@163.com,2,1,1,2,2,2,2,1,1,2,1,2,1,1
foundcola777@qq.com,2,1,1,2,2,1,1,2,0,2,1,2,1,2
replacementbeans192@yahoo.com,2,1,1,1,1,2,2,2,1,2,1,1,2,2
slimyshack931@outlook.com,2,1,1,1,2,2,1,1,1,1,2,2,2,2
hotcola537@outlook.com,2,1,2,2,2,1,1,2,1,2,2,1,1,1
dirtydrum461@outlook.com,2,1,1,2,2,1,1,2,1,1,2,2,2,1
drycola127@yahoo.com,2,1,1,1,1,2,1,2,1,2,2,2,2,1
slimyshoes897@yahoo.com,1,1,2,1,2,2,1,2,1,2,1,1,2,2
foundshirt98@163.com,1,1,1,1,2,2,2,2,1,2,0,2,2,1
foundbike70@163.com,1,1,2,1,1,2,2,2,1,1,2,2,2,1
dirtytide588@outlook.com,1,1,2,2,1,2,1,2,1,1,1,2,2,2
dailysnake238@163.com,1,1,2,2,1,2,2,1,1,0,1,2,2,2
fishyjug736@outlook.com,2,1,2,2,1,2,1,1,2,0,1,2,2,1
retiredblanket962@qq.com,1,2,2,2,2,1,1,1,1,1,2,2,2,1
mostlycola867@gmail.com,2,2,1,2,1,1,2,2,2,2,0,1,1,1
dailyshoes256@163.com,2,2,2,2,1,1,1,2,1,0,2,2,1,1
slimysnake530@yahoo.com,2,1,1,1,1,2,2,1,1,2,2,1,2,2
lostshack859@yahoo.com,1,2,1,1,2,1,2,1,1,1,2,2,2,2
milkysub814@outlook.com,1,2,2,1,2,2,2,2,1,2,1,1,1,1
freshytire615@outlook.com,1,2,2,2,1,1,1,1,2,2,1,2,2,1
deepchrysler676@yahoo.com,2,1,0,2,2,2,1,1,2,1,1,2,2,1
oldsub584@yahoo.com,1,2,0,1,1,2,2,1,2,2,2,2,1,0
tiredchrysler7@qq.com,1,2,2,1,1,1,1,2,2,1,1,2,2,2
freshysnake925@yahoo.com,2,1,1,1,1,2,2,2,1,2,1,2,2,1
tiredtide19@163.com,1,1,1,1,1,2,1,2,2,2,1,2,2,2
fishyshack945@qq.com,1,1,2,2,1,2,1,1,1,2,1,2,2,2
slightlyskates35@yahoo.com,2,1,1,2,1,2,2,1,1,2,1,1,2,2
dirtytire254@qq.com,2,1,2,1,2,2,2,1,2,0,1,1,2,1
moistrug24@qq.com,1,2,2,1,2,1,1,2,2,2,2,1,1,1
acientsub844@outlook.com,2,0,2,1,2,1,1,2,1,2,2,1,2,1
slimysnake494@yahoo.com,1,1,1,1,2,2,0,2,1,2,2,1,2,2
losttire149@163.com,2,1,1,2,1,1,1,2,2,2,2,1,1,2
tiredtire214@yahoo.com,2,1,2,2,2,2,2,1,2,0,1,1,1,1
fishyrug799@qq.com,2,2,2,1,1,1,2,1,2,0,1,1,2,2
oldbeans749@gmail.com,1,2,2,2,1,1,1,1,2,2,1,2,1,2
fishyjeep661@gmail.com,1,2,2,2,1,2,1,1,2,2,1,2,1,1
moistbread106@outlook.com,2,1,1,1,2,2,2,1,2,1,1,2,2,1
moistwindow64@gmail.com,2,1,2,1,2,1,2,2,1,1,1,2,1,2
newtide96@gmail.com,1,2,1,2,1,1,2,1,2,1,2,2,1,2
tiredblanket298@outlook.com,1,2,2,2,1,1,1,1,1,2,2,2,2,1
retiredblanket110@yahoo.com,1,1,2,2,1,1,0,2,1,2,1,2,2,2
slimychrysler989@outlook.com,2,1,2,1,2,1,2,1,1,1,2,2,2,1
lostshoes250@163.com,2,2,1,2,1,2,1,2,1,1,2,1,1,2
retiredwindow699@gmail.com,1,2,1,2,1,2,1,1,2,1,2,2,1,2
mostlyshack129@gmail.com,2,2,1,2,2,1,1,1,2,1,1,1,2,2
replacementtire509@qq.com,2,1,1,1,1,1,2,2,1,2,2,2,2,1
slimyskates481@qq.com,2,2,2,1,2,2,2,1,1,2,1,1,1,1
slimyrug350@yahoo.com,2,0,2,1,2,2,1,1,2,1,1,1,2,2
mostlyrug11@yahoo.com,1,2,1,1,1,2,1,2,1,2,1,2,2,2
fishysub557@gmail.com,2,2,1,2,1,2,1,1,2,1,2,1,2,1
lostbike666@outlook.com,2,1,1,2,2,2,1,1,1,2,1,1,2,2
usedblanket382@outlook.com,2,2,2,1,1,1,2,2,2,1,1,1,2,1
coldtide276@qq.com,1,2,1,2,2,1,1,2,1,2,2,1,2,1
mostlycup117@outlook.com,2,2,2,1,1,1,1,1,1,2,2,1,2,2
oldshirt551@gmail.com,1,2,1,1,1,2,2,2,2,1,2,1,2,1
tiredchrysler132@qq.com,2,2,1,1,1,2,2,1,2,1,2,1,1,2
buriedjeep693@outlook.com,2,1,2,1,1,1,2,1,2,2,1,2,2,1
dailyshirt402@163.com,1,1,2,2,2,1,2,1,2,2,1,2,1,1
foldingshoes441@outlook.com,2,2,2,1,1,1,1,2,1,2,0,2,2,1
lostbeans973@qq.com,2,1,2,2,2,2,1,1,1,1,1,1,2,2
drywindow209@outlook.com,2,1,1,1,1,1,1,2,2,1,2,2,2,2
moistbeans222@gmail.com,1,1,2,2,2,2,1,2,1,1,2,1,2,1
freshybike25@outlook.com,2,1,1,2,1,1,2,1,2,2,2,1,1,2
foundbeans374@yahoo.com,2,1,1,2,0,1,2,1,2,1,2,2,1,2
oldrug50@gmail.com,0,1,2,1,1,1,2,2,2,2,1,1,2,2
dirtysnake806@gmail.com,2,2,2,1,1,1,1,2,1,1,2,2,2,1
newrug187@qq.com,2,1,1,1,1,2,2,1,1,2,2,2,2,1
slimysub111@yahoo.com,1,2,2,2,1,2,2,1,2,1,1,1,2,1
