Number, Problems to do, Number of problems, Topics
39, 10, 20, {'8.8', '8.10', '8.11', '8.9'}

email, boolean_results
coldbike485@gmail.com,2,1,2,2,1,2,1,1,1,2,2,2,0,1,2,1,2,2,1,1
deepdrum787@163.com,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2
replacementbeans192@yahoo.com,1,1,2,1,1,0,2,1,2,2,1,2,2,2,1,2,1,1,2,2
buriedrug711@outlook.com,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1
founddrum766@outlook.com,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2
losttire149@163.com,2,1,1,2,2,0,2,2,1,2,1,2,1,2,1,2,1,1,2,1
foundblanket843@yahoo.com,1,1,0,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1
extrasnake977@yahoo.com,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,1,1,2
mostlyskates301@outlook.com,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,2,1
buriedhat766@gmail.com,1,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2
slimyjug816@outlook.com,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1
newshirt919@yahoo.com,2,2,1,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,1
soiledspice548@yahoo.com,2,1,2,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2
usedshirt710@gmail.com,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,1,1
drytire862@yahoo.com,1,1,0,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1
usedtire871@gmail.com,1,2,2,1,1,0,2,2,1,2,2,1,1,1,1,1,2,2,2,2
replacementbeans311@163.com,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,0
milkydrum168@qq.com,2,1,1,1,2,0,2,1,2,1,1,1,2,2,1,2,2,2,1,2
dirtybread226@163.com,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1
hotjug361@gmail.com,1,1,2,2,1,2,1,2,2,2,1,1,0,1,1,1,2,2,2,2
dirtysnake943@gmail.com,2,2,1,2,2,2,2,1,1,2,1,2,0,2,1,1,1,1,1,2
mostlyrug11@yahoo.com,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2
lostshoes250@163.com,2,2,1,2,2,1,2,2,1,1,2,1,0,2,1,2,1,0,1,2
clamyjug295@yahoo.com,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,2,1
extrashack349@outlook.com,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,2,2
coldbike575@qq.com,1,2,2,1,2,1,2,1,1,1,2,1,2,2,1,2,1,1,2,2
soiledtide573@qq.com,1,2,2,2,1,1,2,1,1,1,2,0,2,1,1,1,2,2,2,2
lostwindow257@qq.com,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1
foldingjug393@outlook.com,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1
retiredshoes879@gmail.com,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1
clamycola39@outlook.com,2,2,1,1,1,1,1,2,1,0,2,1,1,2,2,1,2,2,2,2
tiredbread690@gmail.com,1,1,2,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1
dirtyjug878@yahoo.com,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2
slightlybread64@outlook.com,2,1,2,1,2,2,2,1,1,2,1,1,0,2,2,2,1,2,1,1
mostlyshirt649@163.com,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2
acientwindow846@yahoo.com,2,2,1,1,1,2,1,2,2,1,2,0,0,2,1,1,2,2,2,1
buriedchrysler167@yahoo.com,2,2,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,1
retiredspice806@qq.com,2,0,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,2
lostcup206@yahoo.com,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1
freshyshoes248@yahoo.com,2,1,2,1,1,2,1,2,2,2,1,2,0,1,2,2,1,2,1,1
extrarug259@163.com,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2
deepsnake541@outlook.com,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2
extracola380@gmail.com,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2,2,2,1,1,1
newsnake492@qq.com,1,2,2,1,2,2,2,2,1,2,1,1,0,1,1,2,2,1,2,1
newbeans603@163.com,1,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,2,2
moistwindow64@gmail.com,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,2
buriedbread664@qq.com,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2
clamyshack994@gmail.com,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2
retiredrug132@gmail.com,2,1,1,2,2,2,1,2,2,1,2,1,2,1,2,1,1,2,1,1
fishywindow924@outlook.com,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2
retiredshack812@gmail.com,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2
foldingsub312@qq.com,1,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,1,1
freshyshoes563@gmail.com,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,1,1
coldbeans392@163.com,1,0,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,1,1
acientdrum520@outlook.com,2,2,2,1,2,2,1,1,2,1,2,2,0,1,1,2,1,1,1,2
hotshirt245@gmail.com,2,2,1,1,1,2,1,1,2,1,1,0,2,2,2,0,2,1,2,2
dirtyrug100@gmail.com,2,0,1,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,0
acientshirt261@outlook.com,1,2,1,1,2,1,1,0,1,1,1,2,2,2,2,1,2,2,2,2
freshysnake925@yahoo.com,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2
foundshirt78@qq.com,2,2,0,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1
lostbeans368@yahoo.com,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,2
foldingdrum8@qq.com,1,0,1,1,2,2,2,2,2,1,1,2,0,1,2,1,1,2,2,2
fishyhat767@yahoo.com,2,0,1,2,2,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1
foundtire583@yahoo.com,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2
newtide74@yahoo.com,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2
replacementsub235@outlook.com,2,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,1,1,2
milkyshoes94@gmail.com,2,2,1,2,2,1,2,2,2,2,1,1,0,2,1,1,2,1,1,1
deepshirt298@qq.com,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2
slightlyhat896@163.com,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2
replacementshack560@outlook.com,1,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,2,1,1,2
tiredtire214@yahoo.com,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1
fishytide763@qq.com,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,1,2,2,1
oldshack327@qq.com,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,2,1,1,2,1
milkytire690@163.com,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2
acienttire268@outlook.com,1,1,1,2,1,2,2,1,1,1,2,2,0,2,2,1,1,2,2,2
dailywindow396@outlook.com,1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,2,2
retiredrug114@163.com,1,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,1
clamybread380@163.com,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,1
foldingspice419@qq.com,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2
fishyshoes613@163.com,2,0,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,1
fishyrug168@qq.com,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,1
slimysnake530@yahoo.com,2,1,1,1,1,0,1,1,2,2,2,2,2,1,2,1,2,1,2,2
newbread880@gmail.com,2,2,0,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,2,2
dailychrysler408@outlook.com,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2,2
tiredjeep540@qq.com,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2
newchrysler354@qq.com,2,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,1
hotchrysler631@gmail.com,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1
lostsnake353@qq.com,2,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2
drywindow209@outlook.com,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1
lostshack472@outlook.com,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2
extrachrysler244@qq.com,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2
dryshack41@gmail.com,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,1,2
mostlybread843@yahoo.com,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,2,2,2
soiledbike346@outlook.com,1,0,2,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2
extraskates465@outlook.com,2,1,2,1,2,1,2,2,1,1,2,0,0,2,2,2,2,1,1,1
deepbeans841@outlook.com,2,1,1,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2
mostlychrysler996@163.com,2,1,2,1,1,1,2,2,1,1,2,2,0,2,2,1,1,1,2,2
hotshirt992@163.com,1,1,0,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2
deepjug151@gmail.com,1,1,1,2,1,2,2,2,1,0,1,2,1,2,1,2,2,1,2,2
dailychrysler415@outlook.com,2,0,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2
drytire660@yahoo.com,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,1,2,0
moistjug452@163.com,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1
mostlytide114@gmail.com,2,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2
hotsub887@qq.com,0,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1
foldingshoes417@outlook.com,1,2,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2
freshyshack50@yahoo.com,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1
deeptire256@qq.com,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2
lostblanket26@gmail.com,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1
buriedjug735@outlook.com,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2
deepbike810@qq.com,2,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2
freshycup580@outlook.com,2,0,2,1,1,0,1,2,1,1,1,1,2,2,1,2,2,2,2,2
replacementtire509@qq.com,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1
extrabike379@163.com,2,2,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2
newtide488@qq.com,2,0,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,1,1,2
drysnake736@gmail.com,2,2,0,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1
slimyskates628@yahoo.com,1,1,2,2,1,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2
freshychrysler311@gmail.com,2,1,1,2,1,2,2,1,2,1,1,2,0,1,2,2,1,1,2,2
foldingskates673@163.com,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1
slightlywindow917@163.com,1,2,2,2,1,1,2,2,1,1,2,2,0,2,1,2,1,1,1,2
soiledchrysler911@163.com,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2
newbread177@gmail.com,2,2,1,1,2,2,2,1,1,1,2,2,1,1,2,1,2,2,1,1
buriedskates837@yahoo.com,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1
mostlycup251@qq.com,2,2,1,1,2,2,1,2,1,1,2,1,2,1,1,2,2,1,0,2
lostshack10@qq.com,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,2
lostshack859@yahoo.com,1,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2
clamywindow134@qq.com,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,0,1,1,1
dirtyhat258@qq.com,2,1,2,1,2,2,1,2,1,2,2,1,0,1,1,2,1,2,1,2
